,variant,hyperparameters,val_accuracy,val_loss,val_r2,val_mse,val_mae,val_mape,history,model
0,1,"{'DENSE_LAYERS': [128, 64, 32], 'ACTIVATION': 'relu', 'DROPOUT_RATE': 0.2, 'LEARNING_RATE': 0.01, 'BATCH_SIZE': 32, 'EPOCHS': 50}",1.0,4.782538809422476e-09,1.0,0.0,0.0,0.0,"{'accuracy': [0.8450965881347656, 0.9262555861473083, 0.9677712035179138, 0.9855423474311829, 0.9910846948623657, 0.9981129264831543, 0.9977414703369141, 0.9925705790519714, 0.9996285438537598, 0.9985141158103943, 0.9944279193878174, 0.9988855719566345, 0.9996285438537598, 0.9996285438537598, 0.9992570877075195, 0.9996285438537598, 0.9921991229057312, 0.991456151008606, 0.9999702668190002, 0.9985141158103943, 0.9992570877075195, 0.9992570877075195, 0.9996285438537598, 0.998142659664154, 1.0, 0.9959138035774231, 0.9981129264831543, 0.9977712035179138, 1.0, 1.0, 1.0, 0.9996285438537598, 1.0, 1.0, 0.9985141158103943, 0.9951411581039429, 0.9962853193283081, 0.998142659664154, 0.9985141158103943, 0.9955423474311829, 0.9925705790519714, 0.9973996877670288, 0.9988855719566345, 0.9966567754745483, 0.9985141158103943, 0.9992570877075195, 0.9996285438537598, 0.9996285438537598, 1.0, 1.0], 'loss': [0.41564881801605225, 0.04397294670343399, 0.010786134749650955, 0.010848497040569782, 0.03015008382499218, 0.0849054828286171, 0.05232849717140198, 0.027568822726607323, 0.0022070014383643866, 0.002999739721417427, 0.014863426797091961, 0.003928353078663349, 0.0017870074370875955, 0.001556714647449553, 0.0009013763046823442, 0.0012475494295358658, 0.029642682522535324, 0.045135870575904846, 0.04088715463876724, 0.005152436438947916, 0.008167781867086887, 0.004824416246265173, 0.001472427393309772, 0.008355580270290375, 0.0008223994518630207, 0.02716449648141861, 0.05923404544591904, 0.006668290123343468, 0.0007157957879826427, 0.00017542023852001876, 0.000503860879689455, 0.0007481189677491784, 0.00023782775679137558, 0.000286946160485968, 0.021396996453404427, 0.0910293385386467, 0.021015146747231483, 0.004402150399982929, 0.009889700450003147, 0.014461430720984936, 0.04949348047375679, 0.009344332851469517, 0.005064846482127905, 0.01331816241145134, 0.00952115934342146, 0.001117607345804572, 0.0019673448987305164, 0.0007930155261419713, 0.0004230263875797391, 0.000533421291038394], 'val_accuracy': [0.8439821600914001, 0.9043387794494629, 0.9685141158103943, 0.9885141158103943, 0.9985141158103943, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9990564632415771, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9985141158103943, 0.9990846948623657, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9990282316207886, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], 'val_loss': [0.01784628815948963, 0.002899202750995755, 9.813781070988625e-05, 0.00325387017801404, 0.0035868873819708824, 0.00014496027142740786, 0.0018243660451844335, 1.517709551990265e-05, 9.26790562516544e-06, 6.85650718423858e-07, 0.0005532650393433869, 2.3682136998104397e-06, 6.564342243109422e-07, 5.071166810921568e-07, 4.314735804200609e-07, 1.4938055983293452e-06, 0.00044511499106884, 2.0641022274503484e-05, 4.631578485714272e-05, 1.55381121658138e-06, 1.4630786893121694e-07, 4.941950493275726e-08, 1.5392583918583114e-07, 3.2987529721140163e-06, 2.205239582053764e-07, 4.394543328904547e-05, 1.394543328904547e-05, 8.394543328904547e-06, 8.125302315420413e-07, 3.8028267113077163e-07, 4.093096492852055e-07, 7.067514218306314e-08, 3.436337081552665e-08, 1.487899314867036e-08, 1.1641564015008043e-05, 7.1641564015008043e-06, 1.1641564015008043e-06, 5.3847053038680315e-08, 1.3816211286155067e-08, 2.775607572402805e-06, 8.428120850112464e-07, 2.6215082016278757e-07, 2.669264631549595e-07, 1.5516898201894946e-06, 3.044580694222532e-07, 7.474822183439755e-08, 5.4378940461674574e-08, 6.022456311427504e-09, 5.845325112829869e-09, 4.782538809422476e-09]}","<Sequential name=sequential, built=True>"
1,2,"{'DENSE_LAYERS': [128, 64, 32], 'ACTIVATION': 'relu', 'DROPOUT_RATE': 0.2, 'LEARNING_RATE': 0.01, 'BATCH_SIZE': 64, 'EPOCHS': 50}",1.0,1.835014273865454e-07,1.0,0.0,0.0,0.0,"{'accuracy': [0.7421991229057312, 0.971025288105011, 0.9899702668190002, 0.9936850070953369, 0.9977712035179138, 0.9988855719566345, 0.9996285438537598, 0.9988855719566345, 0.9840267300605774, 0.9862555861473083, 0.9977712035179138, 0.9940564632415771, 0.9944279193878174, 0.9829123616218567, 0.9907132387161255, 0.9996285438537598, 0.998142659664154, 0.9977712035179138, 1.0, 0.9988855719566345, 0.9992570877075195, 0.9977712035179138, 0.9992570877075195, 0.9996285438537598, 0.9992570877075195, 0.9996285438537598, 0.9992570877075195, 0.9992570877075195, 0.9996285438537598, 0.9977712035179138, 0.998142659664154, 0.9985141158103943, 0.9985141158103943, 0.9996285438537598, 0.9996285438537598, 0.9985141158103943, 1.0, 0.9985141158103943, 1.0, 0.9996285438537598, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9680535197257996, 0.9966567754745483, 0.9988855719566345, 0.9996285438537598, 0.9992570877075195], 'loss': [0.6129554510116577, 0.08277880400419235, 0.027982788160443306, 0.02303162030875683, 0.011099845170974731, 0.003901394549757242, 0.0034501177724450827, 0.0051763709634542465, 0.06514769792556763, 0.04288555681705475, 0.009299423545598984, 0.024685407057404518, 0.01859211176633835, 0.06999453902244568, 0.14427603781223297, 0.00771405128762126, 0.0040923915803432465, 0.00896442774683237, 0.0009117192239500582, 0.0028401962481439114, 0.0067555163986980915, 0.00622550817206502, 0.002695921342819929, 0.0012055870611220598, 0.0012984784552827477, 0.0007584406994283199, 0.008610324002802372, 0.0023935348726809025, 0.001347318640910089, 0.008202452212572098, 0.007398041896522045, 0.005953678861260414, 0.004818507004529238, 0.0015432321233674884, 0.0005688199889846146, 0.008508061058819294, 0.0006912439130246639, 0.006899017374962568, 0.0006487031350843608, 0.0013627869775518775, 0.0001374798157485202, 0.0005306463572196662, 8.585378964198753e-05, 0.0002924978325609118, 5.563098966376856e-05, 0.1686244010925293, 0.00815914012491703, 0.0036908620968461037, 0.001181756379082799, 0.00106442766264081], 'val_accuracy': [0.9910846948623657, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9806835055351257, 1.0, 0.9970282316207886, 1.0, 1.0, 0.9435364007949829, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9985141158103943, 1.0, 1.0, 1.0, 1.0], 'val_loss': [0.11973065882921219, 0.002193390391767025, 0.0010752343805506825, 0.0006500395247712731, 2.441927426843904e-05, 0.0003238087520003319, 6.884782578708837e-06, 0.0006521944887936115, 0.0499541237950325, 7.986090349731967e-05, 0.010799453593790531, 0.00019740565039683133, 2.3735025024507195e-05, 1.305591344833374, 0.002200959250330925, 3.0669011721329298e-06, 5.5695691116852686e-05, 4.692212769441539e-06, 1.0264926686431863e-06, 2.8588763711923093e-07, 1.3461912828915956e-07, 2.607302462820371e-07, 5.898411714611029e-08, 7.062546387714974e-07, 1.725175025057979e-07, 7.588224093524332e-07, 9.919337351504964e-09, 6.730980217639626e-09, 8.378093241390161e-08, 0.002752737607806921, 1.2764633083861554e-06, 3.559985771062202e-06, 1.952277443706407e-06, 8.891930747267907e-08, 7.244629784963763e-08, 5.033602428738959e-05, 3.2128806196851656e-05, 1.5410389408998526e-08, 1.1336388716642887e-08, 1.4878991372313521e-08, 1.2930550852274791e-08, 2.5506679435238766e-08, 5.54410384268067e-08, 7.952980496384043e-08, 1.8120123002063337e-07, 0.004385108593851328, 8.333280857186764e-05, 3.5643988667288795e-06, 2.7809560876335127e-08, 1.835014273865454e-07]}","<Sequential name=sequential_1, built=True>"
2,3,"{'DENSE_LAYERS': [128, 64, 32], 'ACTIVATION': 'relu', 'DROPOUT_RATE': 0.2, 'LEARNING_RATE': 0.001, 'BATCH_SIZE': 32, 'EPOCHS': 50}",1.0,5.496215749190014e-07,1.0,0.0,0.0,0.0,"{'accuracy': [0.5590639114379883, 0.862555742263794, 0.9665676355361938, 0.9907132387161255, 0.9962853193283081, 0.9959138035774231, 0.9973996877670288, 0.9970282316207886, 0.9977712035179138, 0.998142659664154, 0.9985141158103943, 0.9988855719566345, 1.0, 0.9996285438537598, 0.9985141158103943, 0.9977712035179138, 0.9996285438537598, 1.0, 0.9996285438537598, 0.9985141158103943, 0.9996285438537598, 0.9988855719566345, 0.9996285438537598, 1.0, 0.9996285438537598, 0.9992570877075195, 1.0, 1.0, 0.9996285438537598, 0.9996285438537598, 0.9996285438537598, 0.9985141158103943, 0.9992570877075195, 1.0, 0.9996285438537598, 0.9985141158103943, 1.0, 1.0, 1.0, 0.9992570877075195, 1.0, 1.0, 1.0, 0.9988855719566345, 0.9996285438537598, 0.9996285438537598, 1.0, 1.0, 1.0, 1.0], 'loss': [1.1873635053634644, 0.39461156725883484, 0.1348806768655777, 0.056775517761707306, 0.028862198814749718, 0.024478033185005188, 0.014481732621788979, 0.013330256566405296, 0.011585126630961895, 0.008463621139526367, 0.007812966592609882, 0.005726370960474014, 0.0035801713820546865, 0.003483389737084508, 0.005116515327244997, 0.011238778941333294, 0.003068324876949191, 0.0028260464314371347, 0.0025062437634915113, 0.00459377421066165, 0.0033269934356212616, 0.002929909387603402, 0.0033505663741379976, 0.001462762476876378, 0.0030812611803412437, 0.0021097620483487844, 0.0008534325752407312, 0.0009277807548642159, 0.001994004473090172, 0.0016039124457165599, 0.002246309770271182, 0.003709465730935335, 0.003191199619323015, 0.0010255768429487944, 0.0020820468198508024, 0.004860502667725086, 0.0008163703023456037, 0.0011709745740517974, 0.0004420081968419254, 0.0013020515907555819, 0.00039487058529630303, 0.0008861693786457181, 0.0007987464196048677, 0.005700949113816023, 0.0020995084196329117, 0.0006842256989330053, 0.0005066526937298477, 0.0005489356117323041, 0.0003103614435531199, 0.000666398904286325], 'val_accuracy': [0.9405646324157715, 0.98959881067276, 1.0, 1.0, 0.9985141158103943, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9985141158103943, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], 'val_loss': [0.45837095379829407, 0.11504548788070679, 0.014881123788654804, 0.005283653270453215, 0.004536899738013744, 0.00132160319481045, 0.0007881674682721496, 0.00044397395686246455, 0.00025759576237760484, 0.00017439039947930723, 0.001655545667745173, 0.00011796527542173862, 5.266875814413652e-05, 5.03773771924898e-05, 0.00011654047557385638, 0.00038266886258497834, 8.75662881298922e-05, 2.4120368834701367e-05, 2.734072768362239e-05, 3.429498974583112e-05, 4.445910235517658e-05, 3.813124567386694e-05, 3.0517461709678173e-05, 1.8292625100002624e-05, 1.2934539881825913e-05, 8.830992555886041e-06, 9.212110853695776e-06, 5.1953966249129735e-06, 4.568958502204623e-06, 9.202737601299305e-06, 3.337210728204809e-06, 0.00020472577307373285, 1.501815040683141e-05, 9.452639460505452e-06, 6.175081216497347e-05, 5.062887794338167e-06, 2.7626003884506645e-06, 1.366371066069405e-06, 9.458706813347817e-07, 1.9428889572736807e-06, 8.576452614761365e-07, 2.406734211035655e-06, 0.000206509415875189, 0.0002662086917553097, 1.8844507394533139e-06, 1.3362474646783085e-06, 6.355406299007882e-07, 0.00039035361260175705, 6.603110591640871e-07, 5.496215749190014e-07]}","<Sequential name=sequential_2, built=True>"
3,4,"{'DENSE_LAYERS': [128, 64, 32], 'ACTIVATION': 'relu', 'DROPOUT_RATE': 0.2, 'LEARNING_RATE': 0.001, 'BATCH_SIZE': 64, 'EPOCHS': 50}",1.0,7.456452749465825e-06,1.0,0.0,0.0,0.0,"{'accuracy': [0.4973997175693512, 0.7882615327835083, 0.8893016576766968, 0.9457652568817139, 0.9754829406738281, 0.98959881067276, 0.991827666759491, 0.9933135509490967, 0.9962853193283081, 0.9970282316207886, 0.998142659664154, 0.9973996877670288, 0.9988855719566345, 0.998142659664154, 0.9988855719566345, 0.9988855719566345, 0.9992570877075195, 0.9988855719566345, 0.9988855719566345, 0.9988855719566345, 1.0, 0.9996285438537598, 0.9988855719566345, 0.9985141158103943, 0.9985141158103943, 0.9977712035179138, 0.9988855719566345, 0.9996285438537598, 0.9977712035179138, 1.0, 1.0, 0.9992570877075195, 1.0, 0.9996285438537598, 0.9992570877075195, 0.9996285438537598, 1.0, 0.9996285438537598, 0.9996285438537598, 0.9996285438537598, 0.9996285438537598, 1.0, 1.0, 0.9996285438537598, 1.0, 0.9988855719566345, 1.0, 1.0, 0.9996285438537598, 0.9996285438537598], 'loss': [1.4204739332199097, 0.584000825881958, 0.3332986831665039, 0.1947299838066101, 0.11087863892316818, 0.06638672947883606, 0.045792724937200546, 0.03555469214916229, 0.02536766044795513, 0.02291041612625122, 0.016595501452684402, 0.013059848919510841, 0.011811168864369392, 0.011352604255080223, 0.007854786701500416, 0.008013327606022358, 0.006229802966117859, 0.005870462860912085, 0.006372535601258278, 0.005868640262633562, 0.003633580869063735, 0.004002471920102835, 0.005811160430312157, 0.007148209027945995, 0.005413284059613943, 0.0076471311040222645, 0.004547517281025648, 0.0029451046139001846, 0.007998907007277012, 0.0028599563520401716, 0.0023245823103934526, 0.002839542692527175, 0.0021873856894671917, 0.0017960398690775037, 0.002428146079182625, 0.0023663288448005915, 0.0011052076006308198, 0.001525984494946897, 0.0016007035737857223, 0.0020825450774282217, 0.0029703418258577585, 0.0011653202818706632, 0.0007743708556517959, 0.0014808839187026024, 0.000956678471993655, 0.0025601338129490614, 0.0008981423452496529, 0.0010502979857847095, 0.0017111237393692136, 0.0026911781169474125], 'val_accuracy': [0.8439821600914001, 0.9643387794494629, 0.9985141158103943, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], 'val_loss': [0.7274380326271057, 0.2726830244064331, 0.11913134902715683, 0.05055520310997963, 0.02779732272028923, 0.009638741612434387, 0.005041179712861776, 0.003325145225971937, 0.0020006243139505386, 0.0014000619994476438, 0.0008572937222197652, 0.0006771344342269003, 0.0005345557001419365, 0.00038910965668037534, 0.00033819518284872174, 0.0002138496347470209, 0.00018073516548611224, 0.00013827724615111947, 0.0001789222878869623, 9.109881648328155e-05, 7.318934513023123e-05, 8.176219125743955e-05, 7.088868005666882e-05, 5.657343353959732e-05, 6.116955046309158e-05, 7.635454676346853e-05, 8.01121277618222e-05, 4.377160803414881e-05, 0.0001757048157742247, 6.4328451117035e-05, 3.3746520784916356e-05, 2.2824828192824498e-05, 1.721473381621763e-05, 1.573363260831684e-05, 1.0635164471750613e-05, 9.649782441556454e-06, 6.3854649852146395e-06, 1.068961682904046e-05, 1.1465975148894358e-05, 1.0708337867981754e-05, 5.9038293329649605e-06, 6.662924079137156e-06, 5.282149686536286e-06, 4.440409611561336e-06, 4.346126843302045e-06, 8.953999895311426e-06, 6.139354354672832e-06, 4.9143513933813665e-06, 4.37431799582555e-06, 7.456452749465825e-06]}","<Sequential name=sequential_3, built=True>"
4,5,"{'DENSE_LAYERS': [128, 64, 32], 'ACTIVATION': 'relu', 'DROPOUT_RATE': 0.35, 'LEARNING_RATE': 0.01, 'BATCH_SIZE': 32, 'EPOCHS': 50}",1.0,1.0627867474966024e-08,1.0,0.0,0.0,0.0,"{'accuracy': [0.7336552739143372, 0.971025288105011, 0.9769688248634338, 0.9862555861473083, 0.9858841300010681, 0.9933135509490967, 0.9877414703369141, 0.9855126142501831, 0.9929420351982117, 0.9862555861473083, 0.9951708912849426, 0.991456151008606, 0.9862555861473083, 0.991456151008606, 0.9973996877670288, 0.9947994351387024, 0.9959138035774231, 0.9966567754745483, 0.9929420351982117, 0.991827666759491, 0.9936850070953369, 0.9955423474311829, 0.9832838177680969, 0.9888558983802795, 0.991827666759491, 0.9955423474311829, 0.9940564632415771, 0.9955423474311829, 0.9959138035774231, 0.9962853193283081, 0.9973996877670288, 0.9951708912849426, 0.9929420351982117, 0.9955423474311829, 0.9947994351387024, 0.9992570877075195, 0.9962853193283081, 0.998142659664154, 0.991456151008606, 0.9944279193878174, 0.9940564632415771, 0.9970282316207886, 0.9970282316207886, 0.9988855719566345, 0.9988855719566345, 0.9977712035179138, 0.9996285438537598, 0.9988855719566345, 0.9988855719566345, 0.9985141158103943], 'loss': [0.6249024868011475, 0.09038626402616501, 0.07374288886785507, 0.03875410929322243, 0.07524680346250534, 0.023629093542695045, 0.0442512109875679, 0.053803469985723495, 0.021362455561757088, 0.041778314858675, 0.013646315783262253, 0.03632856532931328, 0.04413079470396042, 0.04450269043445587, 0.009466191753745079, 0.022045163437724113, 0.02221432328224182, 0.014303133822977543, 0.020853227004408836, 0.03412275388836861, 0.019483186304569244, 0.01881304197013378, 0.09509872645139694, 0.09520336240530014, 0.03503911569714546, 0.04431108012795448, 0.022031204774975777, 0.012523534707725048, 0.03766758739948273, 0.016222167760133743, 0.007767484523355961, 0.026334740221500397, 0.026402659714221954, 0.01218328159302473, 0.020086152479052544, 0.003242830978706479, 0.00857949536293745, 0.02022024244070053, 0.03758245334029198, 0.020161457359790802, 0.022104008123278618, 0.008359131403267384, 0.012948861345648766, 0.011227893643081188, 0.006848637014627457, 0.00666129169985652, 0.0010355241829529405, 0.0035738020669668913, 0.004895652178674936, 0.004700403660535812], 'val_accuracy': [0.9985141158103943, 1.0, 1.0, 0.9970282316207886, 1.0, 1.0, 0.9940564632415771, 0.9866270422935486, 0.9970282316207886, 1.0, 1.0, 0.9806835055351257, 0.9955423474311829, 1.0, 1.0, 1.0, 0.9985141158103943, 1.0, 0.9985141158103943, 1.0, 1.0, 1.0, 0.9985141158103943, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9955423474311829, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], 'val_loss': [0.04579221084713936, 0.0017420521471649408, 0.00022888524108566344, 0.0059029823169112206, 0.00039218217716552317, 5.1515344239305705e-05, 0.011794998310506344, 0.06987729668617249, 0.012976564466953278, 1.819861245166976e-05, 4.02139130528667e-06, 0.046580519527196884, 0.027132850140333176, 4.962682942277752e-05, 6.765321813873015e-06, 3.182045475114137e-05, 0.0012901482405140996, 5.315553153195651e-07, 0.01679323986172676, 7.931079744594172e-05, 6.345354677250725e-07, 9.385332305100746e-06, 0.06663670390844345, 1.2757006516039837e-05, 5.763589797425084e-05, 1.5782050013513071e-06, 9.425994358025491e-05, 8.176274377547088e-07, 2.7278073133629732e-08, 1.9058126099480432e-07, 2.679763326796092e-07, 0.0002054069918813184, 9.18373916647397e-05, 9.053855478668993e-07, 8.033773610804928e-07, 9.210734219777805e-08, 4.2334121985732054e-08, 6.465216273454644e-08, 0.014905440621078014, 4.363246989669278e-05, 2.5433868700019957e-07, 1.3443728619222384e-07, 7.864518636324647e-08, 3.1883593543113875e-09, 4.605403614021952e-09, 1.4524685454375685e-08, 1.789014270059397e-08, 2.798646292490048e-08, 1.2399178350719353e-09, 1.0627867474966024e-09]}","<Sequential name=sequential_4, built=True>"
5,6,"{'DENSE_LAYERS': [128, 64, 32], 'ACTIVATION': 'relu', 'DROPOUT_RATE': 0.35, 'LEARNING_RATE': 0.01, 'BATCH_SIZE': 64, 'EPOCHS': 50}",1.0,3.215565448044799e-05,1.0,0.0,0.0,0.0,"{'accuracy': [0.6816493272781372, 0.8937593102455139, 0.9725111722946167, 0.981054961681366, 0.9795690774917603, 0.9910846948623657, 0.9925705790519714, 0.9910846948623657, 0.9907132387161255, 0.9862555861473083, 0.9959138035774231, 0.9921991229057312, 0.9929420351982117, 0.9940564632415771, 0.9959138035774231, 0.9959138035774231, 0.9966567754745483, 0.9936850070953369, 0.9947994351387024, 0.9751114249229431, 0.9840267300605774, 0.9907132387161255, 0.9951708912849426, 0.9884843826293945, 0.9910846948623657, 0.9951708912849426, 0.9947994351387024, 0.9973996877670288, 0.9936850070953369, 0.9944279193878174, 0.9959138035774231, 0.998142659664154, 0.9947994351387024, 0.998142659664154, 0.9959138035774231, 0.9977712035179138, 0.9951708912849426, 0.9962853193283081, 0.9947994351387024, 0.9959138035774231, 0.9962853193283081, 0.9988855719566345, 0.9973996877670288, 0.9959138035774231, 0.9973996877670288, 0.9970282316207886, 0.9847697019577026, 0.9899702668190002, 0.9959138035774231, 0.9966567754745483], 'loss': [0.7724550366401672, 0.2352195829153061, 0.09156457334756851, 0.052108652889728546, 0.0672326311469078, 0.04550204053521156, 0.022014852613210678, 0.03760513663291931, 0.039729420095682144, 0.03951699659228325, 0.017907755449414253, 0.02461540326476097, 0.021447278559207916, 0.02245227061212063, 0.011426171287894249, 0.012755854986608028, 0.01692419871687889, 0.01917971670627594, 0.01850750483572483, 0.101817786693573, 0.039862751960754395, 0.0796230137348175, 0.02123219519853592, 0.043309688568115234, 0.03146270662546158, 0.01658366061747074, 0.01374403852969408, 0.012478451244533062, 0.019879119470715523, 0.016429122537374496, 0.012823290191590786, 0.007464418187737465, 0.013441852293908596, 0.007928154431283474, 0.011379720643162727, 0.0074115898460149765, 0.018865346908569336, 0.010336246341466904, 0.022713227197527885, 0.015097281895577908, 0.018621131777763367, 0.004649613983929157, 0.00629260390996933, 0.012668364681303501, 0.00657463725656271, 0.0087583651766181, 0.12130866199731827, 0.034897174686193466, 0.01732257939875126, 0.016929715871810913], 'val_accuracy': [0.9539375901222229, 1.0, 0.9985141158103943, 0.9985141158103943, 1.0, 1.0, 0.9985141158103943, 1.0, 1.0, 0.9985141158103943, 0.9985141158103943, 1.0, 1.0, 1.0, 0.9985141158103943, 1.0, 1.0, 1.0, 0.98959881067276, 0.9985141158103943, 0.9955423474311829, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9985141158103943, 1.0, 1.0, 1.0, 0.9985141158103943, 1.0, 0.9985141158103943, 1.0, 0.9985141158103943, 0.9985141158103943, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], 'val_loss': [0.17604459822177887, 0.04869289696216583, 0.004712251015007496, 0.011801965534687042, 0.0002522689464967698, 2.513401886972133e-05, 0.0014522857964038849, 0.00013268724433146417, 0.00020935268548782915, 0.010219569317996502, 0.012363911606371403, 0.00033965506008826196, 6.984947049204493e-06, 8.25544248073129e-06, 0.004565507173538208, 2.2299632291833404e-06, 2.92265784906931e-08, 0.00035375377046875656, 0.07081463187932968, 0.004089870490133762, 0.010821474716067314, 2.1437558643810917e-06, 1.2630798664758913e-05, 2.769928187262849e-06, 1.9112103188945184e-07, 1.4258939984301833e-07, 2.8375862370921823e-07, 1.7234665961041173e-07, 2.1414550701592816e-06, 7.453313628502656e-07, 7.421769510074228e-08, 1.4170482565134535e-08, 7.650260158698075e-06, 3.09979242274494e-08, 0.008467810228466988, 3.436336371009929e-08, 7.1237091106013395e-06, 8.25185679786955e-07, 0.018134528771042824, 7.085242614834897e-09, 0.03021315671503544, 2.1109681256348267e-06, 0.004879934247583151, 0.02204315923154354, 2.8340976232499315e-09, 2.7743046757677803e-06, 1.7001742889988236e-05, 0.0005099988193251193, 2.6356758553447435e-07, 3.215565448044799e-05]}","<Sequential name=sequential_5, built=True>"
